PDG	Ctau	CtauScaleFactor	EfficiencyOverAcceptance	StatError	RelativeStatError	PuUpEffic	PuDownEffic	TruncEffic	StatError	PuUpTruncEffic	PuDownTrunEffic	EfficiencyNeg	StatError	RelativeStatError	TrunEfficNeg	StatError
6001113	0.5	0.01		0		0.000000		-1.000000		0.000000		0.000000		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	1	0.02		4.262e-184		0.000000		0.000000		0.000000		0.000000		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	2	0.04		2.408e-91		0.000000		1.010599		0.000000		0.000000		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	3	0.06		1.681e-60		0.000000		1.007273		0.000000		0.000000		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	4	0.08		4.086e-45		0.000000		1.005556		0.000000		0.000000		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	5	0.1		6.624e-36		0.000000		1.004519		0.000000		0.000000		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	10	0.2		1.37e-17		0.000000		1.002439		0.000000		0.000000		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	20	0.4		1.407e-08		0.000000		1.001396		0.000000		0.000000		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	30	0.6		1.195e-05		0.000012		1.001056		0.000009		0.000010		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	40	0.8		0.0003197		0.000320		1.000614		0.000254		0.000272		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	50	1		0.002176		0.002173		0.998716		0.001728		0.001853		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	100	2		0.0749		0.069338		0.925730		0.059461		0.063798		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	200	4		0.2968		0.203739		0.686358		0.235653		0.252838		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	300	6		0.4196		0.224242		0.534405		0.333115		0.357409		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	400	8		0.4867		0.213635		0.438904		0.386412		0.414592		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	500	10		0.5279		0.196558		0.372344		0.419078		0.449641		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	1e+03	20		0.6103		0.117943		0.193263		0.484475		0.519807		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	2e+03	40		0.6507		0.061943		0.095190		0.516592		0.554266		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	3e+03	60		0.664		0.102496		0.154358		0.527141		0.565584		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	4e+03	80		0.6706		0.118212		0.176273		0.532381		0.571206		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6001113	5e+03	1e+02		0.6746		0.126874		0.188084		0.535513		0.574567		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6002113	5	0.01		2.069e-16		0.000000		1.027708		0.000000		0.000000		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6002113	10	0.02		3.231e-09		0.000000		1.016417		0.000000		0.000000		0.0000		0.000000		0.000000		0.000000		0		0.000000		-1.000000		0		0.000000
6002113	20	0.04		9.986e-06		0.000010		1.009252		0.000009		0.000008		0.0000		0.000010		0.000009		0.000007		0		0.000000		-1.000000		0		0.000000
6002113	30	0.06		0.0001274		0.000126		0.989344		0.000112		0.000096		0.0001		0.000126		0.000115		0.000094		0		0.000000		-1.000000		0		0.000000
6002113	40	0.08		0.0004421		0.000411		0.930128		0.000383		0.000332		0.0004		0.000411		0.000394		0.000324		0		0.000000		-1.000000		0		0.000000
6002113	50	0.1		0.0009542		0.000799		0.837436		0.000804		0.000710		0.0010		0.000799		0.000827		0.000694		0		0.000000		-1.000000		0		0.000000
6002113	100	0.2		0.005856		0.002810		0.479883		0.004398		0.004198		0.0059		0.002810		0.004500		0.004120		0		0.000000		-1.000000		0		0.000000
6002113	200	0.4		0.01919		0.005982		0.311657		0.013748		0.014139		0.0192		0.005982		0.013979		0.013959		0		0.000000		-1.000000		0		0.000000
6002113	300	0.6		0.02947		0.007958		0.270069		0.021030		0.022487		0.0295		0.007958		0.021318		0.022269		0		0.000000		-1.000000		0		0.000000
6002113	400	0.8		0.03563		0.009186		0.257830		0.025454		0.027809		0.0356		0.009186		0.025744		0.027596		0		0.000000		-1.000000		0		0.000000
6002113	500	1		0.03895		0.009925		0.254820		0.027865		0.030842		0.0389		0.009925		0.028123		0.030662		0		0.000000		-1.000000		0		0.000000
6002113	1e+03	2		0.04056		0.010675		0.263216		0.029140		0.033076		0.0406		0.010675		0.029154		0.033154		0		0.000000		-1.000000		0		0.000000
6002113	2e+03	4		0.03596		0.010136		0.281850		0.025910		0.029757		0.0360		0.010136		0.025730		0.030068		0		0.000000		-1.000000		0		0.000000
6002113	3e+03	6		0.03341		0.009774		0.292539		0.024094		0.027776		0.0334		0.009774		0.023863		0.028156		0		0.000000		-1.000000		0		0.000000
6002113	4e+03	8		0.03197		0.009559		0.299006		0.023063		0.026637		0.0320		0.009559		0.022813		0.027045		0		0.000000		-1.000000		0		0.000000
6002113	5e+03	10		0.03105		0.009418		0.303273		0.022411		0.025911		0.0311		0.009418		0.022150		0.026334		0		0.000000		-1.000000		0		0.000000
6002113	1e+04	20		0.02914		0.009111		0.312703		0.021039		0.024378		0.0291		0.009111		0.020765		0.024824		0		0.000000		-1.000000		0		0.000000
